id,project_id,color_type,colour,dataset_name,datasource_name,y_axis,chart_type,widget_id
327,2,palette,NULL,Acme_bjm1_TotalJobAvgPredictedDuration,essedummaster,NULL,NULL,322
328,2,palette,NULL,Acme_bjm1_TotalJobAvgCompletionDuration,essedummaster,NULL,NULL,323
329,2,dynamic,NULL,Acme_L3_JobInstance_Status,essedummaster,NULL,NULL,324
330,2,palette,NULL,Acme_bjm1_scheduled_jobs,essedummaster,NULL,NULL,325
331,2,fixed,#7b39b1,ClaimFreqPercent,leo1311,0,3,326
332,2,fixed,#d71919,Acme_bjm1_TotalFailedJobInstances,essedummaster,NULL,NULL,327
333,2,fixed,#7B39B1,Acme_bjm1_TotalFailedJobInstances,essedummaster,NULL,NULL,328
334,2,dynamic,NULL,Acme_L3_FailedJobTicket,essedummaster,NULL,NULL,329
335,2,fixed,#7b39b1,ClaimFreqDesk,leo1311,0,3,330
336,2,fixed,#7B39B1,Performance,leo1311,0,15,331
337,2,dynamic,NULL,Acme_bjm2_GroupsTotalJobs,essedummaster,NULL,NULL,332
338,2,dynamic,NULL,Acme_L3_JobInstanceStartTime,essedummaster,NULL,NULL,333
339,2,fixed,#7b39b1,ClaimVariantAvgDurBar,leo1311,0,3,334
340,2,dynamic,NULL,Acme_bjm2_GroupsTotalJobInstances,essedummaster,NULL,NULL,335
341,2,dynamic,NULL,Acme_L3_JobInstance_EndTime,essedummaster,NULL,NULL,336
342,2,fixed,#7b39b1,ClaimAvgDurationDesk,leo1311,0,3,337
343,2,dynamic,,ClaimGraphTbl,leo1311,NULL,12,338
344,2,dynamic,,Acme_bjm3_ticket_details,essedummaster,NULL,12,339
345,2,dynamic,,Acme_bjm2_GroupsTotalJobInstanceNames,essedummaster,0,3,340
346,2,fixed,#7b39b1,probe_run_unsc,essedummaster,0,2,341
347,2,fixed,#7B39B1,succesful_prob_run_by_app,essedummaster,0,2,341
348,2,dynamic,,botUsageStat,AcmeBTF,0,3,342
350,2,dynamic,,Acme_bjm2_StatuswiseJobInstancesCount,essedummaster,0,10,344
351,2,dynamic,,Acme_bjm2_Statewise_Job_Instances_Count,essedummaster,0,10,345
352,2,palette,NULL,Acme_bjm1_Groupwise_count_of_Job_Instances,essedummaster,0,3,346
353,2,dynamic,,L2_Forecast_of_job,essedummaster,NULL,12,347
354,2,palette,NULL,Acme_bjm1_Jobwise_count_of_Job_Instances,essedummaster,0,3,348
356,2,dynamic,,Acme_bjm2_Job_Instance_table_data,essedummaster,NULL,12,350
357,2,palette,NULL,Acme_bjm1_JobPredictedDuration,essedummaster,0,1,351
358,2,fixed,#7B39B1,NGAcme_bjm1_JobActualDuration,essedummaster,0,1,351
359,2,fixed,#7b39b1,On_Time_Delivery,leo1311,0,1,352
360,2,dynamic,,Acme_bjm1_Table_data,essedummaster,NULL,12,353
361,2,fixed,#7B39B1,Online_Orders_Minute,leo1311,0,17,354
362,2,fixed,#7b39b1,On_Time_Shipment,leo1311,0,3,355
363,2,dynamic,#7B39B1,heat_map_data,leo1311,0,16,356
365,2,dynamic,NULL,Acme_bjm3_NetworkGraph,essedummaster,NULL,NULL,358
366,2,fixed,#7B39B1,Overall_efficiency,leo1311,0,17,359
367,2,fixed,#7b39b1,Water_Raising,leo1311,0,3,360
371,2,dynamic,,Acme_L3_CountPredecessors,essedummaster,0,3,364
374,2,dynamic,,Acme_L3_CountSuccessors,essedummaster,0,3,367
375,2,dynamic,,Acme_L3_PastJobInstance_Details,essedummaster,NULL,12,368
376,2,dynamic,,Acme_L3_FutureJobInstance_Details,essedummaster,NULL,12,369
377,2,dynamic,NULL,Acme_L3_PredecessorNetworkGraph,essedummaster,NULL,NULL,370
378,2,dynamic,NULL,Acme_L3_PredecessorNetworkGraph,essedummaster,NULL,NULL,371
379,2,dynamic,NULL,Acme_L3_SuccessorNetworkGraph,essedummaster,NULL,NULL,372
380,2,dynamic,NULL,Acme_L3_JobInstanceGroupName,essedummaster,NULL,NULL,373
388,2,fixed,#7B39B1,TWBTransitionDuration,essedummaster,NULL,NULL,381
389,2,fixed,#7B39B1,CurrentTransitionWeekInProgress,essedummaster,NULL,NULL,383
390,2,fixed,#7B39B1,TWBTotSessions,essedummaster,NULL,NULL,384
391,2,fixed,#7B39B1,TWBSessCompleted,essedummaster,NULL,NULL,385
392,2,fixed,#7B39B1,TWBPercentComplete,essedummaster,NULL,NULL,386
393,2,fixed,#7B39B1,TWBSessResch,essedummaster,NULL,NULL,387
394,2,fixed,#7B39B1,TWBSessInProgress,essedummaster,NULL,NULL,388
395,2,fixed,#7B39B1,TWBCancelledSess,essedummaster,NULL,NULL,389
396,2,fixed,#7B39B1,TWBGrpBySess,essedummaster,0,3,394
397,2,fixed,#7B39B1,TwbPlannedSession,essedummaster,NULL,NULL,393
398,2,dynamic,,TWBTaskDetails,essedummaster,NULL,12,391
399,2,fixed,#7B39B1,Application_Count,essedummaster,NULL,NULL,395
400,2,fixed,#7B39B1,Application_group_running_count,essedummaster,NULL,NULL,398
401,2,fixed,#7B39B1,Run_successful,essedummaster,NULL,NULL,399
402,2,fixed,#7B39B1,Run_unsuccessful,essedummaster,NULL,NULL,400
403,2,fixed,#7B39B1,Average_of_run_time,essedummaster,NULL,NULL,401
404,2,fixed,#7B39B1,Failed_Applications,essedummaster,NULL,NULL,"396	"
405,2,fixed,#7B39B1,UnsuccessfulProbeRunbyApplication,essedummaster,0,2,402
406,2,palette,NULL,ApplicationCountByApplicationGroup,essedummaster,0,6,404
407,2,fixed,#7B39B1,SuccesfulProbebyApplication,essedummaster,0,2,405
408,2,palette,NULL,ApplicationGroup,essedummaster,0,3,408
409,2,dynamic,,ApplicationTable,essedummaster,NULL,12,410
411,2,dynamic,,testapplicationgroupwithactiveprobe,essedummaster,NULL,12,412
413,2,dynamic,,testsuccessproberuns,essedummaster,NULL,12,414
412,2,dynamic,,testfailedprobename,essedummaster,NULL,12,413
410,2,dynamic,,Failed_Applications_Name,essedummaster,NULL,12,411
415,2,dynamic,,TestApplicationGrpCount,essedummaster,NULL,12,416
416,2,dynamic,,testfailedproberuns,essedummaster,NULL,12,417
414,2,dynamic,,AllApplicationsPerc,essedummaster,NULL,12,415
417,2,fixed,#7b39b1,ProbeLocationGraph,essedummaster,NULL,3,418
418,2,fixed,#7B39B1,RunTestFailed,essedummaster,NULL,12,419
419,2,dynamic,,ApplicationTable,essedummaster,NULL,12,420
420,2,fixed,#7B39B1,ApplicationTable,essedummaster,0,3,421
421,2,fixed,#7b39b1,ProbeRunTime,essedummaster,0,3,422
422,2,fixed,#7b39b1,ProbeRunTime1,essedummaster,0,3,422
423,2,fixed,#7b39b1,ProbeRunTime2,essedummaster,0,3,422
424,2,fixed,#7B39B1,ApplicationDetails,essedummaster,NULL,NULL,423
425,2,dynamic,,KtSession,essedummaster,NULL,12,424
426,2,palette,#7B39B1,TE_Transition_count,essedummaster,NULL,NULL,425
427,2,palette,,TE_KT_Chart,essedummaster,0,7,426
428,2,dynamic,NULL,TE_Planned_line,essedummaster,0,3,427
429,2,dynamic,NULL,TE_COmpleted_LIne,essedummaster,0,3,427
430,2,palette,NULL,Total_kt_count,essedummaster,NULL,NULL,428
431,2,dynamic,NULL,New_InProgress_wave_status,essedummaster,0,3,429
432,2,dynamic,NULL,New_completed_wave_status,essedummaster,0,3,429
433,2,dynamic,NULL,New_cancelled_wave_status,essedummaster,0,3,429
434,2,dynamic,NULL,New_NotRequired_wave_status,essedummaster,0,3,429
435,2,dynamic,NULL,New_Planned_wave_status,essedummaster,0,3,429
436,2,palette,NULL,New_Action_Chart1,essedummaster,0,6,430
437,2,palette,NULL,new_risk_chart1,essedummaster,0,6,431
438,2,palette,NULL,New_Issue_chart1,essedummaster,0,6,432
439,2,dynamic,,Rev_new_total_kt_Chart,essedummaster,0,7,433
440,2,dynamic,,Rev_Total_Wave_chart,essedummaster,0,19,434
441,2,dynamic,,New_Total_KT_CHart,essedummaster,0,7,435
442,2,dynamic,,Total_Wave_chart,essedummaster,0,19,436
443,2,dynamic,NULL,PlannedLine,essedummaster,0,3,437
444,2,dynamic,NULL,CompletedLine,essedummaster,0,3,437
445,2,dynamic,NULL,Scheduled_new_req,essedummaster,0,1,438
446,2,dynamic,NULL,Completed_new_req,essedummaster,0,1,438
447,2,dynamic,NULL,Rev_Scheduled_new_req,essedummaster,0,1,439
448,2,dynamic,NULL,Rev_Completed_new_Req,essedummaster,0,1,439
453,2,dynamic,NULL,WeeklyStatus,essedummaster,0,3,440
454,2,dynamic,,Action_table1,essedummaster,NULL,12,441
455,2,dynamic,,Risk_table1,essedummaster,NULL,12,442
456,2,dynamic,,Issue_table1,essedummaster,NULL,12,443
457,2,dynamic,,Rev_Feedback_Table,essedummaster,NULL,12,444
458,2,dynamic,,Feedback_table,essedummaster,NULL,12,445
459,2,dynamic,,Rev_Feedback_Based_Vendor_Chart,essedummaster,0,7,446
460,2,dynamic,,Feedback_based_on_vendor_chart,essedummaster,0,7,447
461,2,dynamic,,Rev_KT_table,essedummaster,NULL,12,448
462,2,dynamic,,KT_Table,essedummaster,NULL,12,449
463,2,palette,,Weekly_status_report_chart,essedummaster,NULL,7,450
464,2,dynamic,,WeeklystatusReport_table,essedummaster,NULL,12,451
465,2,dynamic,,TE_KT_Table1,essedummaster,NULL,12,452
466,2,dynamic,NULL,ClaimEdgeAvgDur,leo1311,NULL,NULL,312
