"id","module","permission"
"1088","btf","btf-get-api-workflow-paramsByid"
"1089","btf","btf-delete-api-workflow-paramsByid"
"1090","btf","btf-get-api-workflow-mappingByid"
"1091","btf","btf-get-api-workflow-listByidAndportfolioId"
"1092","btf","btf-get-api-workflow-listBydigialworkerIdAnduserIdAndportfolioIdAndprojectId"
"1093","btf","btf-get-api-workflow-generation-statsByid"
"1094","btf","btf-delete-api-workflow-generation-statsByid"
"1095","btf","btf-get-api-work-flow-technical-templatesByid"
"1096","btf","btf-delete-api-work-flow-technical-templatesByid"
"1097","btf","btf-get-api-work-flow-functional-templatesByid"
"1098","btf","btf-delete-api-work-flow-functional-templatesByid"
"1099","btf","btf-get-api-v1-bot-specifications-byCategory"
"1100","btf","btf-get-api-user-groupByportfolioId"
"1101","btf","btf-get-api-user-group-listByportfolioId"
"1102","btf","btf-get-api-user-group-mappingsfilterByuserRole"
"1103","btf","btf-get-api-user-group-mappingsfilterBygroupId"
"1104","btf","btf-get-api-user-group-mappingsByid"
"1105","btf","btf-delete-api-user-group-mappingsByid"
"1106","btf","btf-get-api-trigger-workflowByidAndappIdAndappNameAndporfolioName"
"1107","btf","btf-get-api-trigger-workflow-BPByworkflowIdAndworkflowName"
"1108","btf","btf-get-api-tokensByid"
"1109","btf","btf-delete-api-tokensByid"
"1110","btf","btf-get-api-test-dataByid"
"1111","btf","btf-delete-api-test-dataByid"
"1112","btf","btf-get-api-test-data-filter"
"1113","btf","btf-get-api-technology-stacksByid"
"1114","btf","btf-delete-api-technology-stacksByid"
"1115","btf","btf-get-api-technology-referencesfilterByworkflow_id"
"1116","btf","btf-get-api-technology-referencesByid"
"1117","btf","btf-delete-api-technology-referencesByid"
"1118","btf","btf-get-api-technologiesfilterBytechtype"
"1119","btf","btf-get-api-technologiesByid"
"1120","btf","btf-delete-api-technologiesByid"
"1121","btf","btf-get-api-technologies-other-automation"
"1122","btf","btf-get-api-techPropertiesByid"
"1123","btf","btf-delete-api-techPropertiesByid"
"1124","btf","btf-get-api-sopDocByid"
"1125","btf","btf-delete-api-sopDocByid"
"1126","btf","btf-get-api-sopDoc-sopBysopId"
"1127","btf","btf-get-api-sopDoc-simulationSopId"
"1128","btf","btf-get-api-sopDoc-downloadDocByid"
"1129","btf","btf-get-api-sopDoc-docType"
"1130","btf","btf-get-api-sopDoc-deactivate-sopByid"
"1131","btf","btf-get-api-services-technologiesByid"
"1132","btf","btf-delete-api-services-technologiesByid"
"1133","btf","btf-get-api-serversByid"
"1134","btf","btf-delete-api-serversByid"
"1135","btf","btf-get-api-schedulesByid"
"1136","btf","btf-delete-api-schedulesByid"
"1137","btf","btf-get-api-schedules-refresh"
"1138","btf","btf-get-api-schedules-refreshTriggerLockByhr"
"1139","btf","btf-get-api-schedules-getAllJobs"
"1140","btf","btf-get-api-schedules-changeWFStateInCamundaByfromStateAndtoStateAndbusKeyAndhr"
"1141","btf","btf-get-api-runtimesByid"
"1142","btf","btf-delete-api-runtimesByid"
"1143","btf","btf-get-api-resolutionsByid"
"1144","btf","btf-delete-api-resolutionsByid"
"1145","btf","btf-get-api-ratingsByUserNameBybotNameAnduserName"
"1146","btf","btf-get-api-ratingsByBotIdBybotName"
"1147","btf","btf-get-api-ratingsByid"
"1148","btf","btf-delete-api-ratingsByid"
"1149","btf","btf-get-api-ratings-adapter-start"
"1150","btf","btf-get-api-rangesByid"
"1151","btf","btf-delete-api-rangesByid"
"1152","btf","btf-get-api-publish-workflowByidAndappIdAndprojectName"
"1153","btf","btf-get-api-propertyToDB"
"1154","btf","btf-get-api-projectByportfolioId"
"1155","btf","btf-get-api-portfolios"
"1156","btf","btf-get-api-output-parameter-mappingsByid"
"1157","btf","btf-delete-api-output-parameter-mappingsByid"
"1158","btf","btf-get-api-other-technologiesByid"
"1159","btf","btf-delete-api-other-technologiesByid"
"1160","btf","btf-get-api-os-technologiesByid"
"1161","btf","btf-delete-api-os-technologiesByid"
"1162","btf","btf-get-api-notificationsDataBystatus"
"1163","btf","btf-get-api-notificationsByid"
"1164","btf","btf-delete-api-notificationsByid"
"1165","btf","btf-get-api-logs"
"1166","btf","btf-get-api-logs-searchBysearchStr"
"1167","btf","btf-get-api-logs-filterByfilter"
"1168","btf","btf-get-api-logs-dateBydate"
"1169","btf","btf-get-api-loadJsonContentBytechnology"
"1170","btf","btf-get-api-loadElementTemplate"
"1171","btf","btf-get-api-likesByid"
"1172","btf","btf-delete-api-likesByid"
"1173","btf","btf-get-api-key-wordsByid"
"1174","btf","btf-delete-api-key-wordsByid"
"1175","btf","btf-get-api-key-words-byNameByname"
"1176","btf","btf-get-api-jobExecutor-stop"
"1177","btf","btf-get-api-jobExecutor-status"
"1178","btf","btf-get-api-jobExecutor-restart"
"1179","btf","btf-get-api-jobExecutor-processEngines"
"1180","btf","btf-get-api-jobExecutor-getLockTime"
"1181","btf","btf-get-api-interactiveWorkflow-getAllActiveConversationIds"
"1182","btf","btf-get-api-input-parameter-mappingsByid"
"1183","btf","btf-delete-api-input-parameter-mappingsByid"
"1184","btf","btf-get-api-icasCompliantBotNames"
"1185","btf","btf-get-api-icasCompliantBotNamesBybotId"
"1186","btf","btf-get-api-icasCompliantBotIds"
"1187","btf","btf-get-api-group-mastersByid"
"1188","btf","btf-delete-api-group-mastersByid"
"1189","btf","btf-get-api-group-masters-filterByuserId"
"1190","btf","btf-get-api-group-masters-filter-adminByuserId"
"1191","btf","btf-get-api-getWorkerBotByid"
"1192","btf","btf-get-api-getUserByUserLogin"
"1193","btf","btf-get-api-getTemplateJson"
"1194","btf","btf-get-api-getStatusPermissionByIdBystausPermissionId"
"1195","btf","btf-get-api-getStatusByIdBystausId"
"1196","btf","btf-get-api-getStatusBybot_type"
"1197","btf","btf-get-api-getResponseChatBot"
"1198","btf","btf-get-api-getPermission"
"1199","btf","btf-get-api-getPermissionByEntityTypeByentity_type"
"1200","btf","btf-get-api-getMicrobotsZipByid"
"1201","btf","btf-get-api-getIncidentByid"
"1202","btf","btf-get-api-getConfigurationEntryValueBycatAndname"
"1203","btf","btf-get-api-getBpmnContentByid"
"1204","btf","btf-get-api-getBotSpecificationByBotName"
"1205","btf","btf-get-api-getBotById"
"1206","btf","btf-get-api-getBotByfullyQualifiedBotName"
"1207","btf","btf-get-api-getArtifactByObject"
"1208","btf","btf-get-api-getAllStatusPermission"
"1209","btf","btf-get-api-getAllStatusBybot_type"
"1210","btf","btf-get-api-get-pending-workflow-data"
"1211","btf","btf-get-api-get-dynamic-workflowBybusinessKey"
"1212","btf","btf-get-api-get-cases-"
"1213","btf","btf-get-api-get-all-workflow-executed-data"
"1214","btf","btf-get-api-generateConfigurationByid"
"1215","btf","btf-get-api-findOneTechnologyTemplate"
"1216","btf","btf-get-api-errorsByid"
"1217","btf","btf-delete-api-errorsByid"
"1218","btf","btf-get-api-errorsByentityTypeAnderrorCodePart"
"1219","btf","btf-get-api-error-mappingsByid"
"1220","btf","btf-delete-api-error-mappingsByid"
"1221","btf","btf-get-api-entity-filterByentityType"
"1222","btf","btf-get-api-entity-access-infosByportfolioIdAndentityIdAndentityType"
"1223","btf","btf-get-api-entity-access-infos-workflowByuserIdAndportfolioIdAndprojectId"
"1224","btf","btf-get-api-entity-access-infos-workflow-adminByportfolioId"
"1225","btf","btf-get-api-entity-access-infos-v1-workflow-adminByportfolioId"
"1226","btf","btf-get-api-enity-access-infos-listByportfolioId"
"1227","btf","btf-get-api-enity-access-infos-listByportfolioIdAndprojectIdAnduserId"
"1228","btf","btf-get-api-elementTemplateBybotTechnologyAndbotName"
"1229","btf","btf-get-api-elasticUrl"
"1230","btf","btf-get-api-digital-worker-activateByid"
"1231","btf","btf-get-api-demo-usecase-getAllMetricConfig"
"1232","btf","btf-get-api-demo-usecase-fetchLatestRecord"
"1233","btf","btf-get-api-delFolder"
"1234","btf","btf-get-api-dbToGitSyncup"
"1235","btf","btf-get-api-dbToGitSyncUp-runProcess"
"1236","btf","btf-get-api-db-technologiesByid"
"1237","btf","btf-delete-api-db-technologiesByid"
"1238","btf","btf-get-api-dal-technologiesByid"
"1239","btf","btf-delete-api-dal-technologiesByid"
"1240","btf","btf-get-api-conversation-statusesByid"
"1241","btf","btf-delete-api-conversation-statusesByid"
"1242","btf","btf-get-api-conversation-form-detailsByid"
"1243","btf","btf-delete-api-conversation-form-detailsByid"
"1244","btf","btf-get-api-configuration-entriesByid"
"1245","btf","btf-delete-api-configuration-entriesByid"
"1246","btf","btf-get-api-configuration-entriesBycategoryAndname"
"1247","btf","btf-get-api-configuration-entries-byNameBycategoryAndname"
"1248","btf","btf-get-api-commentsListByparentID"
"1249","btf","btf-get-api-commentsByid"
"1250","btf","btf-delete-api-commentsByid"
"1251","btf","btf-get-api-checkBotExistsByfullyQualifiedBotName"
"1252","btf","btf-get-api-chat-botsByid"
"1253","btf","btf-delete-api-chat-botsByid"
"1254","btf","btf-get-api-change-historiesfilterByentityId"
"1255","btf","btf-get-api-change-historiesfilterByentityIdAndentityType"
"1256","btf","btf-get-api-change-historiesfilter-workflowByentityType"
"1257","btf","btf-get-api-change-historiesfilter-v1-workflowByentityType"
"1258","btf","btf-get-api-change-historiesByid"
"1259","btf","btf-delete-api-change-historiesByid"
"1260","btf","btf-get-api-camundaJson"
"1261","btf","btf-get-api-calledProcessByname"
"1262","btf","btf-get-api-calendar-workflowsByid"
"1263","btf","btf-get-api-calendar-workflows-allByid"
"1264","btf","btf-get-api-btf-searchappmodel"
"1265","btf","btf-get-api-btf-getappmodeljson"
"1266","btf","btf-get-api-btf-fetchappmodelbyid"
"1267","btf","btf-get-api-btf-fetchallappmodel"
"1268","btf","btf-get-api-btf-SimulationStepBysopId"
"1269","btf","btf-get-api-botsName"
"1270","btf","btf-get-api-botsBySearch"
"1271","btf","btf-get-api-botsByCategory"
"1272","btf","btf-get-api-botsByid"
"1273","btf","btf-delete-api-botsByid"
"1274","btf","btf-get-api-botsBybotcategoryAndbottechnology"
"1275","btf","btf-get-api-bots-v1-categoryBotListBybotType"
"1276","btf","btf-get-api-bots-technologyList"
"1277","btf","btf-get-api-bots-runProcess"
"1278","btf","btf-get-api-bots-icasCompliantBots"
"1279","btf","btf-get-api-bots-getTaskDetailBywfIdAndtaskId"
"1280","btf","btf-get-api-bots-getOutputsBydataTypeAndid"
"1281","btf","btf-get-api-bots-getConfigFileOldBybotNameAndbottechnology"
"1282","btf","btf-get-api-bots-getConfigFileBybotNameAndbottechnology"
"1283","btf","btf-get-api-bots-getBotNameBybotNameAndtech"
"1284","btf","btf-get-api-bots-count"
"1285","btf","btf-get-api-bots-count-userByuserIdAndportfolioIdAndprojectId"
"1286","btf","btf-get-api-bots-categoryMicroBotListBybotType"
"1287","btf","btf-get-api-bots-categoryList"
"1288","btf","btf-get-api-bots-categoryBotListBybotType"
"1289","btf","btf-get-api-bots-categoryBotList-bycategoryBybotTypeAndcategory"
"1290","btf","btf-get-api-bots-bycategoryBycategory"
"1291","btf","btf-get-api-bots-byNameByname"
"1292","btf","btf-get-api-bots-botrepoadapterexcel-start"
"1293","btf","btf-get-api-bots-botrepoadapter-start"
"1294","btf","btf-get-api-bots-botSpeccategoryList"
"1295","btf","btf-get-api-botSpecByBotSpecificationIdByid"
"1296","btf","btf-get-api-botByBotSpecificationIdByid"
"1297","btf","btf-get-api-botAdditionalInfos"
"1298","btf","btf-get-api-bot-tasksfilterByworkflow_id"
"1299","btf","btf-get-api-bot-tasksByid"
"1300","btf","btf-delete-api-bot-tasksByid"
"1301","btf","btf-get-api-bot-getBotSpecIdByid"
"1302","btf","btf-get-api-bot-eventsByid"
"1303","btf","btf-delete-api-bot-eventsByid"
"1304","btf","btf-get-api-bot-usage-statsByid"
"1305","btf","btf-delete-api-bot-usage-statsByid"
"1306","btf","btf-get-api-bot-specificationsdownloadBybotspecId"
"1307","btf","btf-get-api-bot-specificationsApprovedList"
"1308","btf","btf-get-api-bot-specificationsByid"
"1309","btf","btf-delete-api-bot-specificationsByid"
"1310","btf","btf-get-api-bot-specifications-byCategory"
"1311","btf","btf-get-api-bot-spec-output-parametersByid"
"1312","btf","btf-delete-api-bot-spec-output-parametersByid"
"1313","btf","btf-get-api-bot-spec-input-parametersByid"
"1314","btf","btf-delete-api-bot-spec-input-parametersByid"
"1315","btf","btf-get-api-bot-spec-error-parametersByid"
"1316","btf","btf-delete-api-bot-spec-error-parametersByid"
"1317","btf","btf-get-api-bot-spec-dependenciesByid"
"1318","btf","btf-delete-api-bot-spec-dependenciesByid"
"1319","btf","btf-get-api-bot-spec-change-desc-historiesByid"
"1320","btf","btf-delete-api-bot-spec-change-desc-historiesByid"
"1321","btf","btf-get-api-bot-params-all"
"1322","btf","btf-get-api-bot-implementation-detailsByid"
"1323","btf","btf-delete-api-bot-implementation-detailsByid"
"1324","btf","btf-get-api-bot-factory-schedulersByid"
"1325","btf","btf-delete-api-bot-factory-schedulersByid"
"1326","btf","btf-get-api-bot-execution-audit-trailsByid"
"1327","btf","btf-delete-api-bot-execution-audit-trailsByid"
"1328","btf","btf-get-api-automation-work-flows-workflowDefinitionByname"
"1329","btf","btf-get-api-automation-work-flows-getBpmnContent"
"1330","btf","btf-get-api-automation-work-flows-cloneByidAndprojectIdAndprotfolioIdAnduserIdAndnewWorkflowName"
"1331","btf","btf-get-api-automation-work-flows-byNameByname"
"1332","btf","btf-get-api-automation-work-flows-custom-getStatusByprocessInstanceId"
"1333","btf","btf-get-api-automation-work-flows-Name"
"1334","btf","btf-get-api-automation-work-flow-testingBytechAndbotName"
"1335","btf","btf-get-api-automation-work-flow-testing-v1-bot-inputsBybotid"
"1336","btf","btf-get-api-automation-work-flow-testing-bot-inputsBybotid"
"1337","btf","btf-get-api-automation-work-flow-testing-bot-configuration-inputsByfullyQualifiedBotName"
"1338","btf","btf-get-api-autoDeployBybotName"
"1339","btf","btf-get-api-autoCompilation"
"1340","btf","btf-get-api-assetsByid"
"1341","btf","btf-delete-api-assetsByid"
"1342","btf","btf-get-api-assets-v1"
"1343","btf","btf-get-api-assets-byNameByname"
"1344","btf","btf-get-api-asset-copyCode"
"1345","btf","btf-get-api-asset-access-infosByid"
"1346","btf","btf-delete-api-asset-access-infosByid"
"1347","btf","btf-get-api-asset-access-infosByentityTypeAnduserId"
"1348","btf","btf-get-api-asset-access-infosByentityTypeAnduserIdAndbotTypeAndportfolioIdAndprojectId"
"1349","btf","btf-get-api-asset-access-infos-workflowByentityTypeAnduserId"
"1350","btf","btf-get-api-asset-access-infos-specificationByentityTypeAnduserIdAndportfolioIdAndprojectId"
"1351","btf","btf-get-api-asset-access-infos-allByentityTypeAnduserId"
"1352","btf","btf-get-api-asset-access-infos-all-CategoryByentityTypeAnduserIdAndportfolioIdAndprojectId"
"1353","btf","btf-get-api-artifactsDownloadByid"
"1354","btf","btf-get-api-artifactsByid"
"1355","btf","btf-delete-api-artifactsByid"
"1356","btf","btf-get-api-artifacts-byUniqueNameByname"
"1357","btf","btf-get-api-artifacts-byNameByname"
"1358","btf","btf-get-api-artifact-getFilesForUpgradeBynameAndtechAndnewBotName"
"1359","btf","btf-get-api-artifact-getFilesBynameAndartifactTypeAndtech"
"1360","btf","btf-get-api-artifact-byAssetNameAndArtifactTypeBynameAndartifactType"
"1361","btf","btf-get-api-app-generation-statsByid"
"1362","btf","btf-delete-api-app-generation-statsByid"
"1363","btf","btf-get-api-accountByuserId"
"1364","btf","btf-get-api-WorkerBotToDB"
"1365","btf","btf-get-api-SourceFilesToDB"
"1366","btf","btf-get-api-RPAExternalTask-nextExternalTaskByworkerIdAndbotName"
"1367","btf","btf-get-api-RPAExternalTask-UiPathNextExternalTaskByworkerIdAndbotName"
"1368","btf","btf-get-api-RPAExternalTask-BPnextExternalTaskByworkerIdAndbotName"
"1369","btf","btf-get-api-RPAExternalTask-AETaskByprocessInstanceIdAndtaskIdAndworkerId"
"1370","btf","btf-get-api-GenericExternalTaskByworkerIdAndbotName"
"1371","btf","btf-get-api-BotSpecificationsToDB"
"1372","btf","btf-get-api-BotList"
"1373","btf","btf-get-api-BotListBySearchBybotSearchWord"
"1374","btf","btf-get-api-AATaskByprocessInstanceIdAndtaskIdAndworkerIdAndbotNameAndbotVersion"
"1375","btf","btf-delete-api-workflow-mappingByidAndprojectName"
"1376","btf","btf-delete-api-user-groupBygroupId"
"1377","btf","btf-delete-api-schedule-mappingByid"
"1378","btf","btf-delete-api-runtimes-byNameByname"
"1379","btf","btf-delete-api-output-parameter-mappings-customBywfIdAndtaskIdAndid"
"1380","btf","btf-delete-api-jobExecutor-deleteOldProcesses"
"1381","btf","btf-delete-api-input-parameter-mappings-customBywfIdAndtaskIdAndid"
"1382","btf","btf-delete-api-elementTemplateByid"
"1383","btf","btf-delete-api-deleteStatusPermissionBystausPermissionId"
"1384","btf","btf-delete-api-deleteStatusBystausId"
"1385","btf","btf-delete-api-btf-deleteappmodel"
"1386","btf","btf-delete-api-bot-tasks-deleteByworkflowIdAndtaskId"
"1387","btf","btf-delete-api-automation-work-flows-v1Byid"
"1388","cas","cas-get-workflow-usage-stats"
"1389","cas","cas-put-workflow-usage-stats"
"1390","cas","cas-post-workflow-usage-stats"
"1391","cas","cas-get-workflow-steps"
"1392","cas","cas-put-workflow-steps"
"1393","cas","cas-post-workflow-steps"
"1394","cas","cas-get-workflow-statuses"
"1395","cas","cas-put-workflow-statuses"
"1396","cas","cas-post-workflow-statuses"
"1397","cas","cas-get-workflow-params"
"1398","cas","cas-put-workflow-params"
"1399","cas","cas-post-workflow-params"
"1400","cas","cas-get-workflow-generation-stats"
"1401","cas","cas-put-workflow-generation-stats"
"1402","cas","cas-post-workflow-generation-stats"
"1403","cas","cas-get-work-flow-technical-templates"
"1404","cas","cas-put-work-flow-technical-templates"
"1405","cas","cas-post-work-flow-technical-templates"
"1406","cas","cas-get-work-flow-functional-templates"
"1407","cas","cas-put-work-flow-functional-templates"
"1408","cas","cas-post-work-flow-functional-templates"
"1409","cas","cas-get-user-group-mappings"
"1410","cas","cas-put-user-group-mappings"
"1411","cas","cas-post-user-group-mappings"
"1412","cas","cas-get-tokens"
"1413","cas","cas-put-tokens"
"1414","cas","cas-post-tokens"
"1415","cas","cas-get-test-data"
"1416","cas","cas-put-test-data"
"1417","cas","cas-post-test-data"
"1418","cas","cas-get-technology-stacks"
"1419","cas","cas-put-technology-stacks"
"1420","cas","cas-post-technology-stacks"
"1421","cas","cas-get-technology-references"
"1422","cas","cas-put-technology-references"
"1423","cas","cas-post-technology-references"
"1424","cas","cas-get-technologies"
"1425","cas","cas-put-technologies"
"1426","cas","cas-post-technologies"
"1427","cas","cas-get-sopDoc"
"1428","cas","cas-put-sopDoc"
"1429","cas","cas-post-sopDoc"
"1430","cas","cas-put-sopDoc-multipart"
"1431","cas","cas-post-sopDoc-multipart"
"1432","cas","cas-get-services-technologies"
"1433","cas","cas-put-services-technologies"
"1434","cas","cas-post-services-technologies"
"1435","cas","cas-get-servers"
"1436","cas","cas-put-servers"
"1437","cas","cas-post-servers"
"1438","cas","cas-get-schedules"
"1439","cas","cas-put-schedules"
"1440","cas","cas-post-schedules"
"1441","cas","cas-get-runtimes"
"1442","cas","cas-put-runtimes"
"1443","cas","cas-post-runtimes"
"1444","cas","cas-get-resolutions"
"1445","cas","cas-put-resolutions"
"1446","cas","cas-post-resolutions"
"1447","cas","cas-get-ratings"
"1448","cas","cas-put-ratings"
"1449","cas","cas-post-ratings"
"1450","cas","cas-get-ranges"
"1451","cas","cas-put-ranges"
"1452","cas","cas-post-ranges"
"1453","cas","cas-get-output-parameter-mappings"
"1454","cas","cas-put-outupdate-parameter-mappings"
"1455","cas","cas-post-output-parameter-mappings"
"1456","cas","cas-get-other-technologies"
"1457","cas","cas-put-other-technologies"
"1458","cas","cas-post-other-technologies"
"1459","cas","cas-get-os-technologies"
"1460","cas","cas-put-os-technologies"
"1461","cas","cas-post-os-technologies"
"1462","cas","cas-get-notifications"
"1463","cas","cas-put-notifications"
"1464","cas","cas-post-notifications"
"1465","cas","cas-put-notificationsUpgrade"
"1466","cas","cas-get-likes"
"1467","cas","cas-put-likes"
"1468","cas","cas-post-likes"
"1469","cas","cas-get-key-words"
"1470","cas","cas-put-key-words"
"1471","cas","cas-post-key-words"
"1472","cas","cas-put-jobExecutor-setLockTime"
"1473","cas","cas-get-input-parameter-mappings"
"1474","cas","cas-put-inupdate-parameter-mappings"
"1475","cas","cas-post-input-parameter-mappings"
"1476","cas","cas-get-group-masters"
"1477","cas","cas-put-group-masters"
"1478","cas","cas-post-group-masters"
"1479","cas","cas-get-errors"
"1480","cas","cas-put-errors"
"1481","cas","cas-post-errors"
"1482","cas","cas-get-error-mappings"
"1483","cas","cas-put-error-mappings"
"1484","cas","cas-post-error-mappings"
"1485","cas","cas-get-digital-worker"
"1486","cas","cas-put-digital-worker"
"1487","cas","cas-put-demo-usecase-updateMetricConfig"
"1488","cas","cas-get-db-technologies"
"1489","cas","cas-put-db-technologies"
"1490","cas","cas-post-db-technologies"
"1491","cas","cas-get-dal-technologies"
"1492","cas","cas-put-dal-technologies"
"1493","cas","cas-post-dal-technologies"
"1494","cas","cas-get-conversation-statuses"
"1495","cas","cas-put-conversation-statuses"
"1496","cas","cas-post-conversation-statuses"
"1497","cas","cas-get-conversation-form-details"
"1498","cas","cas-put-conversation-form-details"
"1499","cas","cas-post-conversation-form-details"
"1500","cas","cas-get-configuration-entries"
"1501","cas","cas-put-configuration-entries"
"1502","cas","cas-post-configuration-entries"
"1503","cas","cas-put-configuration-entriesBycategoryAndnameAndvalue"
"1504","cas","cas-get-comments"
"1505","cas","cas-put-comments"
"1506","cas","cas-post-comments"
"1507","cas","cas-put-commentForRatingByratingId"
"1508","cas","cas-post-commentForRatingByratingId"
"1509","cas","cas-get-chat-bots"
"1510","cas","cas-put-chat-bots"
"1511","cas","cas-post-chat-bots"
"1512","cas","cas-get-change-histories"
"1513","cas","cas-put-change-histories"
"1514","cas","cas-post-change-histories"
"1515","cas","cas-put-botfactoryschedulers-trigger"
"1516","cas","cas-get-bot-tasks"
"1517","cas","cas-put-bot-tasks"
"1518","cas","cas-post-bot-tasks"
"1519","cas","cas-get-bot-events"
"1520","cas","cas-put-bot-events"
"1521","cas","cas-post-bot-events"
"1522","cas","cas-get-bot-usage-stats"
"1523","cas","cas-put-bot-usage-stats"
"1524","cas","cas-post-bot-usage-stats"
"1525","cas","cas-get-bot-specifications"
"1526","cas","cas-put-bot-specifications"
"1527","cas","cas-post-bot-specifications"
"1528","cas","cas-put-bot-specificationsApprovedDeclined"
"1529","cas","cas-get-bot-spec-output-parameters"
"1530","cas","cas-put-bot-spec-outupdate-parameters"
"1531","cas","cas-post-bot-spec-output-parameters"
"1532","cas","cas-get-bot-spec-input-parameters"
"1533","cas","cas-put-bot-spec-inupdate-parameters"
"1534","cas","cas-post-bot-spec-input-parameters"
"1535","cas","cas-get-bot-spec-error-parameters"
"1536","cas","cas-put-bot-spec-error-parameters"
"1537","cas","cas-post-bot-spec-error-parameters"
"1538","cas","cas-get-bot-spec-dependencies"
"1539","cas","cas-put-bot-spec-dependencies"
"1540","cas","cas-post-bot-spec-dependencies"
"1541","cas","cas-get-bot-spec-change-desc-histories"
"1542","cas","cas-put-bot-spec-change-desc-histories"
"1543","cas","cas-post-bot-spec-change-desc-histories"
"1544","cas","cas-get-bot-implementation-details"
"1545","cas","cas-put-bot-implementation-details"
"1546","cas","cas-post-bot-implementation-details"
"1547","cas","cas-get-bot-factory-schedulers"
"1548","cas","cas-put-bot-factory-schedulers"
"1549","cas","cas-post-bot-factory-schedulers"
"1550","cas","cas-get-bot-execution-audit-trails"
"1551","cas","cas-put-bot-execution-audit-trails"
"1552","cas","cas-post-bot-execution-audit-trails"
"1553","cas","cas-get-automation-work-flows"
"1554","cas","cas-put-automation-work-flows"
"1555","cas","cas-post-automation-work-flows"
"1556","cas","cas-get-automation-work-flowsByid"
"1557","cas","cas-put-automation-work-flowsByid"
"1558","cas","cas-delete-automation-work-flowsByid"
"1559","cas","cas-put-automation-work-flows-custom"
"1560","cas","cas-put-automation-work-flows-customByid"
"1561","cas","cas-put-automation-work-flows-custom-update"
"1562","cas","cas-put-automation-work-flows-custom-modifyTaskByid"
"1563","cas","cas-get-assets"
"1564","cas","cas-put-assets"
"1565","cas","cas-post-assets"
"1566","cas","cas-get-asset-access-infos"
"1567","cas","cas-put-asset-access-infos"
"1568","cas","cas-post-asset-access-infos"
"1569","cas","cas-get-artifacts"
"1570","cas","cas-put-artifacts"
"1571","cas","cas-post-artifacts"
"1572","cas","cas-get-app-generation-stats"
"1573","cas","cas-put-app-generation-stats"
"1574","cas","cas-post-app-generation-stats"
"1575","cas","cas-put-GenericExternalTaskByidAndworkerId"
"1576","cas","cas-post-workflow-paramstriggerByname"
"1577","cas","cas-post-workflow-paramstriggerBynameAnduserNameAndprojectNameAndportfolio"
"1578","cas","cas-get-workflow-mapping"
"1579","cas","cas-post-workflow-mapping"
"1580","cas","cas-post-user-groupByuserId"
"1581","cas","cas-post-user-group-usersBygroupId"
"1582","cas","cas-post-upload"
"1583","cas","cas-post-updateSourceCodeByid"
"1584","cas","cas-post-triggerWfBynameAnduserNameAndprojectNameAndportfolio"
"1585","cas","cas-post-tokenByserverName"
"1586","cas","cas-get-techProperties-"
"1587","cas","cas-post-techProperties-"
"1588","cas","cas-post-serverByserverName"
"1589","cas","cas-post-schedule-mapping"
"1590","cas","cas-post-saveTechnologyTemplate"
"1591","cas","cas-post-saveBpmnByid"
"1592","cas","cas-post-saveBpmn-editorByid"
"1593","cas","cas-post-save-dynamic-work-flow-execution-dataByuserAndprojectAndportfolio"
"1594","cas","cas-post-resumeWorkFlowByprocessInstanceId"
"1595","cas","cas-post-output-parameter-mappings-customBywfIdAndtaskId"
"1596","cas","cas-post-likeForRatingByratingId"
"1597","cas","cas-post-likeForCommentBycommentId"
"1598","cas","cas-post-interactiveWorkflow-version1-getIcasData"
"1599","cas","cas-post-interactiveWorkflow-suspendProcessByConvId"
"1600","cas","cas-post-interactiveWorkflow-old-getIcasData"
"1601","cas","cas-post-interactiveWorkflow-getIcasData"
"1602","cas","cas-post-input-parameter-mappings-customBywfIdAndtaskId"
"1603","cas","cas-post-getBpmnMicrobotsWBByworkflowName"
"1604","cas","cas-post-entity-access-infosByportfolioIdAndsharedByAndentityIdAndentityType"
"1605","cas","cas-get-elementTemplate-"
"1606","cas","cas-post-elementTemplate-"
"1607","cas","cas-post-edit-workflow-mappingByid"
"1608","cas","cas-post-dynamic-workflow-task"
"1609","cas","cas-get-digital-workerByid"
"1610","cas","cas-post-digital-workerByid"
"1611","cas","cas-delete-digital-workerByid"
"1612","cas","cas-post-deployBpmnByid"
"1613","cas","cas-post-demo-usecase-fillMetricMonitor"
"1614","cas","cas-post-demo-usecase-fillMetricMonitorManually"
"1615","cas","cas-post-btf-updateappmodel"
"1616","cas","cas-post-btf-createappmodel"
"1617","cas","cas-post-bpmnUploadByid"
"1618","cas","cas-get-bots"
"1619","cas","cas-post-bots"
"1620","cas","cas-post-bots-filterBotList"
"1621","cas","cas-post-botresolution"
"1622","cas","cas-post-bot-status"
"1623","cas","cas-post-bot-status-permission"
"1624","cas","cas-post-bot-specificationsBulkUpload"
"1625","cas","cas-post-bot-factory-jobexecutor-monitor"
"1626","cas","cas-post-automation-work-flows-uploadByprojectIdAndprotfolioIdAnduserId"
"1627","cas","cas-post-automation-work-flows-bpmnNew"
"1628","cas","cas-post-automation-work-flows-customByuserIdAndprotfolioIdAndprojectId"
"1629","cas","cas-post-automation-work-flow-testing-WorkFlowByworkflowId"
"1630","cas","cas-post-automation-work-flow-testing-VBABybotName"
"1631","cas","cas-post-automation-work-flow-testing-UIPathBybotName"
"1632","cas","cas-post-automation-work-flow-testing-ShellBybotName"
